Memory Length,4000,
Trigger Level,-2.800E-01,
Source,CH1,
Probe,1X,
Vertical Units,V,
Vertical Scale,2.000E-01,
Vertical Position,-2.160E-01,
Horizontal Units,s,
Horizontal Scale,1.000E-02,
Horizontal Position,5.200E-03,
Horizontal Mode,Main,
Sampling Period,4.000E-05,
Firmware,V1.11,
Time, ,
Mode,Fast,
Waveform Data,
-1,
-1,
-1,
-1,
-1,
-2,
-1,
-2,
-1,
-2,
-1,
-1,
-1,
-2,
-1,
-1,
-2,
-2,
-1,
-1,
-2,
-2,
-2,
-1,
-1,
-1,
-1,
-2,
-1,
-1,
-2,
-1,
-1,
-2,
-2,
-2,
-1,
-2,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-2,
-2,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
0,
0,
1,
2,
6,
12,
26,
60,
54,
26,
11,
4,
2,
1,
0,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-2,
-2,
-1,
-1,
-1,
-2,
-1,
-2,
-1,
-2,
-2,
-1,
-1,
-2,
-1,
-2,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-2,
-2,
-1,
-2,
-2,
-2,
-2,
-2,
-1,
-2,
-1,
-2,
-2,
-2,
-2,
-2,
-2,
-1,
-2,
-2,
-2,
-1,
-1,
-2,
-2,
-1,
-2,
-2,
-1,
-1,
-1,
-2,
-2,
-1,
-1,
-1,
-1,
-2,
-2,
-1,
-2,
-2,
-1,
-1,
-1,
-2,
-1,
-1,
-1,
-1,
-2,
-1,
-2,
-1,
-2,
-1,
-2,
-2,
-1,
-1,
-1,
-1,
-1,
-2,
-2,
-2,
-2,
-1,
-2,
-1,
-1,
-1,
-2,
-2,
-2,
-1,
-2,
-2,
-2,
-1,
-1,
-2,
-1,
-2,
-1,
-1,
-2,
-1,
-1,
-2,
-1,
-2,
-2,
-1,
-1,
-2,
-2,
-1,
-2,
-1,
-1,
-1,
-2,
-2,
-1,
-1,
-2,
-2,
-1,
-1,
-1,
-1,
-2,
-2,
-2,
-1,
-1,
-2,
-1,
-2,
-1,
-1,
-1,
-1,
-2,
-2,
-2,
-1,
-2,
-1,
-2,
-2,
-2,
-1,
-2,
-1,
-1,
-1,
-1,
-2,
-2,
-2,
-1,
-2,
-1,
-1,
-1,
-2,
-1,
-2,
-2,
-2,
-2,
-1,
-2,
-2,
-2,
-1,
-1,
-2,
-2,
-2,
-2,
-1,
-1,
-1,
-1,
-1,
-2,
-1,
-2,
-1,
-2,
-1,
-1,
-2,
-1,
-1,
-1,
-2,
-2,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-2,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-2,
-1,
-1,
-2,
-1,
-2,
-1,
-1,
-1,
-1,
-2,
-2,
-2,
-2,
-2,
-2,
-1,
-1,
-2,
-2,
-2,
-2,
-1,
-1,
-1,
-1,
-2,
-1,
-2,
-1,
-1,
-1,
-2,
-2,
-1,
-2,
-1,
-2,
-2,
-2,
-1,
-1,
-2,
-2,
-2,
-1,
-1,
-2,
-1,
-2,
-1,
-1,
-1,
-2,
-1,
-1,
-1,
-1,
-1,
-1,
-2,
-1,
-2,
-1,
-2,
-1,
-1,
-1,
-1,
-1,
-1,
-2,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-2,
-1,
-1,
-1,
-1,
0,
0,
1,
0,
1,
4,
7,
22,
41,
91,
70,
24,
9,
5,
2,
1,
0,
0,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-2,
-2,
-1,
-1,
