Frequency (MHz),Amplitude Min(mW),Amplitude Max(mW)
654.058116,9.89555e-012,9.89555e-012
654.065712,1.83424e-011,1.83424e-011
654.073307,1.59643e-011,1.59643e-011
654.080903,3.087e-011,3.087e-011
654.088498,5.91961e-011,5.91961e-011
654.096094,5.45713e-011,5.45713e-011
654.103689,6.25998e-011,6.25998e-011
654.111285,4.90435e-011,4.90435e-011
654.11888,5.0429e-011,5.0429e-011
654.126476,9.63307e-011,9.63307e-011
654.134071,1.00291e-010,1.00291e-010
654.141667,5.30485e-011,5.30485e-011
654.149262,1.07155e-011,1.07155e-011
654.156858,1.80524e-011,1.80524e-011
654.164453,9.00362e-011,9.00362e-011
654.172049,9.85842e-011,9.85842e-011
654.179644,7.8218e-011,7.8218e-011
654.18724,4.73826e-011,4.73826e-011
654.194835,3.65948e-012,3.65948e-012
654.202431,1.84798e-014,1.84798e-014
654.210026,1.10426e-011,1.10426e-011
654.217622,1.76542e-011,1.76542e-011
654.225217,1.79671e-011,1.79671e-011
654.232813,2.61149e-011,2.61149e-011
654.240408,1.72499e-011,1.72499e-011
654.248004,4.04315e-012,4.04315e-012
654.255599,9.65739e-013,9.65739e-013
654.263194,8.53839e-012,8.53839e-012
654.27079,9.97257e-012,9.97257e-012
654.278385,1.82228e-011,1.82228e-011
654.285981,3.42353e-011,3.42353e-011
654.293576,1.02676e-011,1.02676e-011
654.301172,5.76854e-012,5.76854e-012
654.308767,1.08092e-011,1.08092e-011
654.316363,1.66564e-011,1.66564e-011
654.323958,2.14667e-011,2.14667e-011
654.331554,1.97048e-011,1.97048e-011
654.339149,1.47908e-011,1.47908e-011
654.346745,1.08585e-011,1.08585e-011
654.35434,6.10438e-012,6.10438e-012
654.361936,4.33518e-014,4.33518e-014
654.369531,8.8923e-012,8.8923e-012
654.377127,1.18216e-011,1.18216e-011
654.384722,5.56347e-012,5.56347e-012
654.392318,2.41928e-011,2.41928e-011
654.399913,2.28584e-011,2.28584e-011
654.407509,1.33329e-011,1.33329e-011
654.415104,1.30775e-011,1.30775e-011
654.4227,1.9516e-011,1.9516e-011
654.430295,1.33678e-012,1.33678e-012
654.437891,2.61212e-012,2.61212e-012
654.445486,6.37315e-012,6.37315e-012
654.453082,1.83913e-011,1.83913e-011
654.460677,3.63329e-011,3.63329e-011
654.468273,8.8783e-011,8.8783e-011
654.475868,5.36833e-011,5.36833e-011
654.483464,2.78216e-011,2.78216e-011
654.491059,7.58644e-012,7.58644e-012
654.498655,5.16958e-013,5.16958e-013
654.50625,3.21264e-012,3.21264e-012
654.513846,2.2352e-012,2.2352e-012
654.521441,6.22177e-013,6.22177e-013
654.529036,1.06711e-011,1.06711e-011
654.536632,2.14589e-011,2.14589e-011
654.544227,5.41628e-012,5.41628e-012
654.551823,1.52845e-013,1.52845e-013
654.559418,1.10757e-013,1.10757e-013
654.567014,1.27067e-012,1.27067e-012
654.574609,1.03953e-011,1.03953e-011
654.582205,1.25026e-011,1.25026e-011
654.5898,4.45528e-012,4.45528e-012
654.597396,3.23605e-011,3.23605e-011
654.604991,9.71319e-012,9.71319e-012
654.612587,6.09902e-012,6.09902e-012
654.620182,4.15897e-011,4.15897e-011
654.627778,3.89022e-011,3.89022e-011
654.635373,3.89022e-011,3.89022e-011
654.642969,2.0454e-011,2.0454e-011
654.650564,1.53237e-011,1.53237e-011
654.65816,3.38717e-011,3.38717e-011
654.665755,3.10163e-011,3.10163e-011
654.673351,2.26863e-011,2.26863e-011
654.680946,1.40951e-011,1.40951e-011
654.688542,2.47651e-012,2.47651e-012
654.696137,4.97291e-012,4.97291e-012
654.703733,1.50265e-011,1.50265e-011
654.711328,1.64349e-011,1.64349e-011
654.718924,2.14367e-011,2.14367e-011
654.726519,3.23166e-011,3.23166e-011
654.734115,3.13985e-011,3.13985e-011
654.74171,2.74062e-011,2.74062e-011
654.749306,2.06912e-011,2.06912e-011
654.756901,2.82669e-011,2.82669e-011
654.764497,8.39325e-012,8.39325e-012
654.772092,3.5782e-011,3.5782e-011
654.779688,7.41676e-011,7.41676e-011
654.787283,3.5418e-011,3.5418e-011
654.794878,3.05859e-011,3.05859e-011
654.802474,9.46518e-011,9.46518e-011
654.810069,1.85225e-010,1.85225e-010
654.817665,1.09666e-010,1.09666e-010
654.82526,6.06293e-011,6.06293e-011
654.832856,4.42161e-012,4.42161e-012
654.840451,4.23537e-011,4.23537e-011
654.848047,8.12846e-011,8.12846e-011
