Frequency (MHz),Amplitude Min(mW),Amplitude Max(mW)
1309.19488,1.69342e-012,1.69342e-012
1309.20247,1.78189e-012,1.78189e-012
1309.21007,8.36748e-013,8.36748e-013
1309.21766,1.45234e-012,1.45234e-012
1309.22526,2.64807e-012,2.64807e-012
1309.23286,3.27928e-012,3.27928e-012
1309.24045,2.69834e-012,2.69834e-012
1309.24805,3.57272e-012,3.57272e-012
1309.25564,3.217e-012,3.217e-012
1309.26324,3.12585e-012,3.12585e-012
1309.27083,2.05449e-012,2.05449e-012
1309.27843,3.37214e-012,3.37214e-012
1309.28602,3.06741e-012,3.06741e-012
1309.29362,8.10405e-012,8.10405e-012
1309.30122,6.87781e-012,6.87781e-012
1309.30881,6.72252e-012,6.72252e-012
1309.31641,4.99871e-012,4.99871e-012
1309.324,4.78884e-012,4.78884e-012
1309.3316,2.78978e-012,2.78978e-012
1309.33919,1.54562e-012,1.54562e-012
1309.34679,1.1125e-012,1.1125e-012
1309.35438,2.04255e-012,2.04255e-012
1309.36198,8.79716e-013,8.79716e-013
1309.36957,3.36426e-012,3.36426e-012
1309.37717,3.1153e-012,3.1153e-012
1309.38477,1.17373e-012,1.17373e-012
1309.39236,1.969e-012,1.969e-012
1309.39996,3.86337e-012,3.86337e-012
1309.40755,3.91063e-012,3.91063e-012
1309.41515,4.65448e-012,4.65448e-012
1309.42274,3.17348e-012,3.17348e-012
1309.43034,3.82693e-012,3.82693e-012
1309.43793,3.74098e-012,3.74098e-012
1309.44553,2.39345e-012,2.39345e-012
1309.45313,6.92034e-013,6.92034e-013
1309.46072,7.4434e-013,7.4434e-013
1309.46832,1.46806e-012,1.46806e-012
1309.47591,2.08523e-012,2.08523e-012
1309.48351,3.16125e-012,3.16125e-012
1309.4911,5.24491e-012,5.24491e-012
1309.4987,5.23052e-012,5.23052e-012
1309.50629,4.08586e-012,4.08586e-012
1309.51389,2.88382e-012,2.88382e-012
1309.52148,2.16714e-012,2.16714e-012
1309.52908,1.58219e-012,1.58219e-012
1309.53668,2.50523e-012,2.50523e-012
1309.54427,1.33147e-012,1.33147e-012
1309.55187,1.69879e-012,1.69879e-012
1309.55946,2.34212e-012,2.34212e-012
1309.56706,2.59291e-012,2.59291e-012
1309.57465,2.48532e-012,2.48532e-012
1309.58225,2.4379e-012,2.4379e-012
1309.58984,3.07621e-012,3.07621e-012
1309.59744,2.94566e-012,2.94566e-012
1309.60503,1.58133e-012,1.58133e-012
1309.61263,1.86169e-012,1.86169e-012
1309.62023,1.28457e-012,1.28457e-012
1309.62782,7.75993e-013,7.75993e-013
1309.63542,1.5313e-012,1.5313e-012
1309.64301,3.00791e-012,3.00791e-012
1309.65061,3.65692e-012,3.65692e-012
1309.6582,1.86373e-012,1.86373e-012
1309.6658,2.91116e-012,2.91116e-012
1309.67339,1.62533e-012,1.62533e-012
1309.68099,1.84895e-012,1.84895e-012
1309.68859,4.94116e-012,4.94116e-012
1309.69618,3.41367e-012,3.41367e-012
1309.70378,5.12364e-012,5.12364e-012
1309.71137,4.86437e-012,4.86437e-012
1309.71897,1.68308e-012,1.68308e-012
1309.72656,1.95608e-012,1.95608e-012
1309.73416,2.78511e-012,2.78511e-012
1309.74175,2.79597e-012,2.79597e-012
1309.74935,1.23476e-012,1.23476e-012
1309.75694,3.25788e-012,3.25788e-012
1309.76454,2.67736e-012,2.67736e-012
1309.77214,1.58972e-012,1.58972e-012
1309.77973,2.8527e-012,2.8527e-012
1309.78733,2.64898e-012,2.64898e-012
1309.79492,3.3178e-012,3.3178e-012
1309.80252,4.2166e-012,4.2166e-012
1309.81011,4.25098e-012,4.25098e-012
1309.81771,3.49288e-012,3.49288e-012
1309.8253,2.77251e-012,2.77251e-012
1309.8329,2.88412e-012,2.88412e-012
1309.84049,3.55105e-012,3.55105e-012
1309.84809,5.05913e-012,5.05913e-012
1309.85569,4.40123e-012,4.40123e-012
1309.86328,2.61191e-012,2.61191e-012
1309.87088,5.9758e-013,5.9758e-013
1309.87847,1.54578e-012,1.54578e-012
1309.88607,2.60142e-012,2.60142e-012
1309.89366,3.229e-012,3.229e-012
1309.90126,3.75611e-012,3.75611e-012
1309.90885,2.781e-012,2.781e-012
1309.91645,2.03215e-012,2.03215e-012
1309.92405,1.78622e-012,1.78622e-012
1309.93164,1.776e-012,1.776e-012
1309.93924,2.10649e-012,2.10649e-012
1309.94683,3.10817e-012,3.10817e-012
1309.95443,2.70435e-012,2.70435e-012
1309.96202,2.91502e-012,2.91502e-012
1309.96962,2.05166e-012,2.05166e-012
1309.97721,1.68065e-012,1.68065e-012
1309.98481,1.80394e-012,1.80394e-012
1309.9924,1.68993e-012,1.68993e-012
1310,1.92007e-012,1.92007e-012
1310.0076,3.26113e-012,3.26113e-012
1310.01519,2.60164e-012,2.60164e-012
1310.02279,4.33213e-012,4.33213e-012
1310.03038,4.20144e-012,4.20144e-012
1310.03798,2.21547e-012,2.21547e-012
1310.04557,2.42041e-012,2.42041e-012
1310.05317,4.03105e-012,4.03105e-012
1310.06076,3.65979e-012,3.65979e-012
1310.06836,2.60749e-012,2.60749e-012
1310.07595,2.38548e-012,2.38548e-012
1310.08355,2.87765e-012,2.87765e-012
1310.09115,3.17199e-012,3.17199e-012
1310.09874,3.68978e-012,3.68978e-012
1310.10634,4.7331e-012,4.7331e-012
1310.11393,2.95833e-012,2.95833e-012
1310.12153,2.19928e-012,2.19928e-012
1310.12912,2.33043e-012,2.33043e-012
1310.13672,1.2104e-012,1.2104e-012
1310.14431,1.2208e-012,1.2208e-012
1310.15191,3.36988e-012,3.36988e-012
1310.15951,4.18927e-012,4.18927e-012
1310.1671,4.29835e-012,4.29835e-012
1310.1747,4.43804e-012,4.43804e-012
1310.18229,4.07804e-012,4.07804e-012
1310.18989,2.05501e-012,2.05501e-012
1310.19748,2.77375e-012,2.77375e-012
1310.20508,6.03393e-012,6.03393e-012
1310.21267,3.54236e-012,3.54236e-012
1310.22027,2.62335e-012,2.62335e-012
1310.22786,3.65342e-012,3.65342e-012
1310.23546,3.35539e-012,3.35539e-012
1310.24306,2.126e-012,2.126e-012
1310.25065,1.58349e-012,1.58349e-012
1310.25825,2.07224e-012,2.07224e-012
1310.26584,2.98395e-012,2.98395e-012
1310.27344,2.23585e-012,2.23585e-012
1310.28103,1.37778e-012,1.37778e-012
1310.28863,2.64408e-012,2.64408e-012
1310.29622,2.2487e-012,2.2487e-012
1310.30382,2.1364e-012,2.1364e-012
1310.31141,2.37659e-012,2.37659e-012
1310.31901,2.56019e-012,2.56019e-012
1310.32661,1.8509e-012,1.8509e-012
1310.3342,1.60652e-012,1.60652e-012
1310.3418,2.02327e-012,2.02327e-012
1310.34939,2.93819e-012,2.93819e-012
1310.35699,3.5814e-012,3.5814e-012
1310.36458,3.58744e-012,3.58744e-012
1310.37218,2.30595e-012,2.30595e-012
1310.37977,3.19972e-012,3.19972e-012
1310.38737,4.35266e-012,4.35266e-012
1310.39497,3.17242e-012,3.17242e-012
1310.40256,3.19801e-012,3.19801e-012
1310.41016,1.55102e-012,1.55102e-012
1310.41775,3.09821e-012,3.09821e-012
1310.42535,3.1822e-012,3.1822e-012
1310.43294,2.42396e-012,2.42396e-012
1310.44054,1.91701e-012,1.91701e-012
1310.44813,1.60005e-012,1.60005e-012
1310.45573,1.79716e-012,1.79716e-012
1310.46332,2.1011e-012,2.1011e-012
1310.47092,2.95264e-012,2.95264e-012
1310.47852,2.25057e-012,2.25057e-012
1310.48611,1.88992e-012,1.88992e-012
1310.49371,1.4903e-012,1.4903e-012
1310.5013,3.11415e-012,3.11415e-012
1310.5089,3.85972e-012,3.85972e-012
1310.51649,3.93668e-012,3.93668e-012
1310.52409,2.44639e-012,2.44639e-012
1310.53168,3.96489e-012,3.96489e-012
1310.53928,3.99349e-012,3.99349e-012
1310.54687,3.60373e-012,3.60373e-012
1310.55447,4.52076e-012,4.52076e-012
1310.56207,2.48265e-012,2.48265e-012
1310.56966,1.46943e-012,1.46943e-012
1310.57726,2.40775e-012,2.40775e-012
1310.58485,3.51363e-012,3.51363e-012
1310.59245,2.93038e-012,2.93038e-012
1310.60004,4.28772e-012,4.28772e-012
1310.60764,4.0127e-012,4.0127e-012
1310.61523,4.28525e-012,4.28525e-012
1310.62283,3.81415e-012,3.81415e-012
1310.63043,3.02762e-012,3.02762e-012
1310.63802,2.14038e-012,2.14038e-012
1310.64562,1.97004e-012,1.97004e-012
1310.65321,2.95401e-012,2.95401e-012
1310.66081,5.82373e-012,5.82373e-012
1310.6684,6.61009e-012,6.61009e-012
1310.676,3.35503e-012,3.35503e-012
1310.68359,4.18128e-012,4.18128e-012
1310.69119,3.52138e-012,3.52138e-012
1310.69878,2.81882e-012,2.81882e-012
1310.70638,2.26662e-012,2.26662e-012
1310.71398,2.66951e-012,2.66951e-012
1310.72157,1.40478e-012,1.40478e-012
1310.72917,3.18169e-012,3.18169e-012
1310.73676,2.94269e-012,2.94269e-012
1310.74436,4.09661e-012,4.09661e-012
1310.75195,5.37494e-012,5.37494e-012
1310.75955,3.94175e-012,3.94175e-012
1310.76714,3.064e-012,3.064e-012
1310.77474,1.78595e-012,1.78595e-012
1310.78234,9.91255e-013,9.91255e-013
1310.78993,2.28386e-012,2.28386e-012
1310.79753,2.47467e-012,2.47467e-012
1310.80512,4.51619e-012,4.51619e-012
1310.81272,3.77788e-012,3.77788e-012
1310.82031,2.87273e-012,2.87273e-012
1310.82791,4.43362e-012,4.43362e-012
1310.8355,3.6922e-012,3.6922e-012
1310.8431,2.16165e-012,2.16165e-012
1310.85069,9.15372e-013,9.15372e-013
1310.85829,8.2591e-013,8.2591e-013
1310.86589,1.76725e-012,1.76725e-012
1310.87348,4.08167e-012,4.08167e-012
1310.88108,4.46054e-012,4.46054e-012
1310.88867,4.19516e-012,4.19516e-012
1310.89627,2.12453e-012,2.12453e-012
1310.90386,4.67521e-012,4.67521e-012
1310.91146,4.8805e-012,4.8805e-012
1310.91905,5.31124e-012,5.31124e-012
1310.92665,1.74076e-012,1.74076e-012
1310.93424,1.00328e-012,1.00328e-012
1310.94184,1.24981e-012,1.24981e-012
1310.94944,5.76198e-013,5.76198e-013
1310.95703,1.82633e-012,1.82633e-012
1310.96463,1.94693e-012,1.94693e-012
1310.97222,3.44683e-012,3.44683e-012
1310.97982,3.11176e-012,3.11176e-012
1310.98741,2.21206e-012,2.21206e-012
1310.99501,4.81e-013,4.81e-013
1311.0026,2.23758e-012,2.23758e-012
1311.0102,1.37617e-012,1.37617e-012
1311.0178,2.76705e-012,2.76705e-012
1311.02539,3.08931e-012,3.08931e-012
1311.03299,2.35549e-012,2.35549e-012
1311.04058,1.79589e-012,1.79589e-012
1311.04818,3.81138e-012,3.81138e-012
1311.05577,4.18853e-012,4.18853e-012
1311.06337,2.45358e-012,2.45358e-012
1311.07096,3.46905e-012,3.46905e-012
1311.07856,3.17433e-012,3.17433e-012
1311.08615,4.75821e-012,4.75821e-012
1311.09375,4.16701e-012,4.16701e-012
1311.10135,3.40325e-012,3.40325e-012
1311.10894,4.48025e-012,4.48025e-012
1311.11654,3.27991e-012,3.27991e-012
1311.12413,3.04323e-012,3.04323e-012
1311.13173,2.6486e-012,2.6486e-012
1311.13932,1.91593e-012,1.91593e-012
1311.14692,1.78909e-012,1.78909e-012
1311.15451,1.13238e-012,1.13238e-012
1311.16211,1.59466e-012,1.59466e-012
1311.1697,4.25444e-012,4.25444e-012
1311.1773,5.28442e-012,5.28442e-012
1311.1849,4.83713e-012,4.83713e-012
1311.19249,4.35298e-012,4.35298e-012
1311.20009,5.10148e-012,5.10148e-012
1311.20768,5.5657e-012,5.5657e-012
1311.21528,3.61009e-012,3.61009e-012
1311.22287,2.59775e-012,2.59775e-012
1311.23047,1.89054e-012,1.89054e-012
1311.23806,1.58815e-012,1.58815e-012
1311.24566,1.85412e-012,1.85412e-012
1311.25326,3.13192e-012,3.13192e-012
1311.26085,2.6986e-012,2.6986e-012
1311.26845,2.59248e-012,2.59248e-012
1311.27604,1.38404e-012,1.38404e-012
1311.28364,1.17673e-012,1.17673e-012
1311.29123,2.60489e-012,2.60489e-012
1311.29883,3.37789e-012,3.37789e-012
1311.30642,4.03127e-012,4.03127e-012
1311.31402,3.31451e-012,3.31451e-012
1311.32161,3.41943e-012,3.41943e-012
1311.32921,2.41835e-012,2.41835e-012
1311.33681,2.62716e-012,2.62716e-012
1311.3444,1.51203e-012,1.51203e-012
1311.352,1.56948e-012,1.56948e-012
1311.35959,2.48487e-012,2.48487e-012
1311.36719,4.07805e-012,4.07805e-012
1311.37478,4.00305e-012,4.00305e-012
1311.38238,2.68163e-012,2.68163e-012
1311.38997,1.00531e-012,1.00531e-012
1311.39757,1.43005e-012,1.43005e-012
1311.40516,3.60073e-012,3.60073e-012
1311.41276,3.20373e-012,3.20373e-012
1311.42036,4.54045e-012,4.54045e-012
1311.42795,3.80351e-012,3.80351e-012
1311.43555,1.68443e-012,1.68443e-012
1311.44314,1.51571e-012,1.51571e-012
1311.45074,2.35441e-012,2.35441e-012
1311.45833,9.83633e-013,9.83633e-013
1311.46593,1.57848e-012,1.57848e-012
1311.47352,1.8317e-012,1.8317e-012
1311.48112,6.08491e-013,6.08491e-013
1311.48872,1.99732e-012,1.99732e-012
1311.49631,1.83491e-012,1.83491e-012
1311.50391,3.59064e-012,3.59064e-012
1311.5115,4.4049e-012,4.4049e-012
1311.5191,3.88371e-012,3.88371e-012
1311.52669,3.81125e-012,3.81125e-012
1311.53429,2.19862e-012,2.19862e-012
1311.54188,2.12126e-012,2.12126e-012
1311.54948,1.75996e-012,1.75996e-012
1311.55707,3.00913e-012,3.00913e-012
1311.56467,2.87862e-012,2.87862e-012
1311.57227,2.33634e-012,2.33634e-012
1311.57986,1.94191e-012,1.94191e-012
1311.58746,1.95161e-012,1.95161e-012
1311.59505,1.76823e-012,1.76823e-012
1311.60265,2.06626e-012,2.06626e-012
1311.61024,3.03355e-012,3.03355e-012
1311.61784,5.34047e-012,5.34047e-012
1311.62543,3.28366e-012,3.28366e-012
1311.63303,1.57261e-012,1.57261e-012
1311.64062,2.56378e-012,2.56378e-012
1311.64822,6.42158e-012,6.42158e-012
1311.65582,5.46839e-012,5.46839e-012
1311.66341,5.18356e-012,5.18356e-012
