50000.000000	1209.000000
50026.000000	1140.000000
50052.000000	1124.000000
50078.000000	1252.000000
50104.000000	1234.000000
50130.000000	1361.000000
50156.000000	1342.000000
50182.000000	1296.000000
50208.000000	1312.000000
50234.000000	1253.000000
50260.000000	1216.000000
50286.000000	1181.000000
50312.000000	1140.000000
50338.000000	1159.000000
50364.000000	1150.000000
50390.000000	1251.000000
50416.000000	1271.000000
50442.000000	1337.000000
50468.000000	1387.000000
50494.000000	1309.000000
50520.000000	1240.000000
50546.000000	1146.000000
50572.000000	1136.000000
50598.000000	1141.000000
50624.000000	1204.000000
50650.000000	1308.000000
50676.000000	1307.000000
50702.000000	1302.000000
50728.000000	1317.000000
50754.000000	1271.000000
50780.000000	1179.000000
50806.000000	1183.000000
50832.000000	1160.000000
50858.000000	1168.000000
50884.000000	1197.000000
50910.000000	1241.000000
50936.000000	1284.000000
50962.000000	1436.000000
50988.000000	1368.000000
51014.000000	1325.000000
51040.000000	1282.000000
51066.000000	1211.000000
