t	signal
s	
	
0,02679	5,73287
0,02681	2,35787
0,02683	2,48287
0,02685	1,73287
0,02687	-0,01713
0,02689	-5,51713
0,02691	-11,76713
0,02693	-17,26713
0,02695	-24,76713
0,02697	-25,01713
0,02699	-22,51713
0,02701	-27,26713
0,02703	-28,64213
0,02705	-32,26713
0,02707	-26,64213
0,02709	-29,39213
0,02711	-34,01713
0,02713	-23,89213
0,02715	-22,14213
0,02717	-27,01713
0,02719	-18,39213
0,02721	-17,26713
0,02723	-13,01713
0,02725	-12,39213
0,02727	-5,76713
0,02729	-4,14213
0,02731	6,85787
0,02733	6,98287
0,02735	12,35787
0,02737	15,60787
0,02739	19,60787
0,02741	12,73287
0,02743	18,98287
0,02745	17,48287
0,02747	22,98287
0,02749	21,35787
0,02751	14,48287
0,02753	14,35787
0,02755	13,35787
0,02757	10,48287
0,02759	4,98287
0,02761	6,23287
0,02763	5,73287
0,02765	-6,39213
0,02767	-0,01713
0,02769	-1,14213
0,02771	1,73287
0,02773	2,60787
0,02775	0,35787
0,02777	-1,51713
0,02779	2,85787
0,02781	-5,89213
0,02783	1,10787
0,02785	7,35787
0,02787	-0,14213
0,02789	2,23287
0,02791	5,73287
0,02793	2,85787
0,02795	7,10787
0,02797	6,48287
0,02799	9,73287
0,02801	14,10787
0,02803	12,60787
0,02805	6,35787
0,02807	0,48287
0,02809	-1,64213
0,02811	-0,76713
0,02813	-4,26713
0,02815	-2,64213
0,02817	-3,14213
0,02819	-8,64213
0,02821	-4,01713
0,02823	-17,64213
0,02825	-13,01713
0,02827	-3,89213
0,02829	-0,64213
0,02831	-12,14213
0,02833	-7,51713
0,02835	-5,14213
0,02837	-11,26713
0,02839	-11,39213
0,02841	-0,89213
0,02843	-0,39213
0,02845	2,48287
0,02847	1,23287
0,02849	-0,39213
0,02851	-4,51713
0,02853	-6,76713
0,02855	-7,51713
0,02857	-2,01713
0,02859	4,35787
0,02861	-3,14213
0,02863	-1,51713
0,02865	5,23287
0,02867	-3,14213
0,02869	-3,01713
0,02871	2,23287
0,02873	1,98287
0,02875	-4,76713
0,02877	-6,39213
0,02879	-9,26713
0,02881	3,10787
0,02883	3,35787
0,02885	6,48287
0,02887	18,85787
0,02889	8,35787
0,02891	14,23287
0,02893	2,73287
0,02895	-3,89213
0,02897	3,35787
0,02899	2,48287
0,02901	3,85787
0,02903	1,60787
0,02905	1,23287
0,02907	4,85787
0,02909	7,35787
0,02911	8,98287
0,02913	11,98287
0,02915	-3,39213
0,02917	-13,14213
0,02919	-0,01713
0,02921	-2,26713
0,02923	-1,01713
0,02925	4,48287
0,02927	11,35787
0,02929	9,48287
0,02931	5,35787
0,02933	-1,76713
0,02935	-5,01713
0,02937	-7,01713
0,02939	-5,26713
0,02941	-15,14213
0,02943	-16,64213
0,02945	-13,01713
0,02947	-17,26713
0,02949	-19,51713
0,02951	-12,14213
0,02953	-7,26713
0,02955	-16,64213
0,02957	-9,39213
0,02959	-11,01713
0,02961	-16,64213
0,02963	-10,39213
0,02965	-16,26713
0,02967	-11,14213
0,02969	0,98287
0,02971	12,73287
0,02973	14,98287
0,02975	19,10787
0,02977	6,23287
0,02979	7,85787
0,02981	10,73287
0,02983	16,98287
0,02985	5,60787
0,02987	15,10787
0,02989	15,35787
0,02991	8,60787
0,02993	5,73287
0,02995	11,73287
0,02997	15,98287
0,02999	7,60787
0,03001	2,73287
0,03003	3,60787
0,03005	-11,39213
0,03007	-10,89213
0,03009	-11,89213
0,03011	-8,39213
0,03013	-12,39213
0,03015	-15,14213
0,03017	-17,76713
0,03019	-20,89213
0,03021	-12,51713
0,03023	-25,01713
0,03025	-18,64213
0,03027	-24,89213
0,03029	-18,39213
0,03031	-23,76713
0,03033	-13,14213
0,03035	-14,76713
0,03037	-10,01713
0,03039	-3,64213
0,03041	-0,14213
0,03043	7,85787
0,03045	-0,14213
0,03047	-3,39213
0,03049	5,35787
0,03051	14,60787
0,03053	22,73287
0,03055	18,23287
0,03057	12,23287
0,03059	8,35787
0,03061	7,48287
0,03063	10,10787
0,03065	9,10787
0,03067	10,73287
0,03069	1,98287
0,03071	0,85787
0,03073	-3,64213
0,03075	6,35787
0,03077	6,10787
0,03079	4,35787
0,03081	11,35787
0,03083	12,48287
0,03085	15,98287
0,03087	18,60787
0,03089	3,35787
0,03091	2,98287
0,03093	8,48287
0,03095	7,98287
0,03097	5,73287
0,03099	-2,51713
0,03101	-0,64213
0,03103	1,10787
0,03105	4,10787
0,03107	-2,26713
0,03109	-0,14213
0,03111	-2,51713
0,03113	-16,51713
0,03115	-23,51713
0,03117	-21,51713
0,03119	-25,39213
0,03121	-23,14213
0,03123	-25,26713
0,03125	-19,51713
0,03127	-18,26713
0,03129	-16,14213
0,03131	-11,01713
0,03133	-7,01713
0,03135	-1,51713
0,03137	-5,01713
0,03139	1,10787
0,03141	1,60787
0,03143	-9,14213
0,03145	-0,51713
0,03147	4,23287
0,03149	6,73287
0,03151	6,35787
0,03153	7,48287
0,03155	11,73287
0,03157	16,98287
0,03159	12,73287
0,03161	15,10787
0,03163	11,35787
0,03165	4,98287
0,03167	4,10787
0,03169	-5,76713
0,03171	-7,64213
0,03173	-9,51713
0,03175	-1,39213
0,03177	-2,89213
0,03179	-8,39213
0,03181	-14,01713
0,03183	-15,26713
0,03185	-13,89213
0,03187	-8,89213
0,03189	-15,39213
0,03191	-18,26713
0,03193	-14,64213
0,03195	-12,01713
0,03197	-18,26713
0,03199	-13,89213
0,03201	-10,14213
0,03203	-14,89213
0,03205	-8,51713
0,03207	-1,76713
0,03209	-2,39213
0,03211	-13,76713
0,03213	-18,89213
0,03215	-19,26713
0,03217	-15,89213
0,03219	-15,89213
0,03221	-25,76713
0,03223	-18,76713
0,03225	-20,14213
0,03227	-23,26713
0,03229	-24,39213
0,03231	-28,89213
0,03233	-27,39213
0,03235	-23,76713
0,03237	-29,01713
0,03239	-24,01713
0,03241	-22,39213
0,03243	-25,39213
0,03245	-24,64213
0,03247	-31,14213
0,03249	-33,51713
0,03251	-24,26713
0,03253	-18,01713
0,03255	-19,51713
0,03257	-18,01713
0,03259	-20,01713
0,03261	-27,64213
0,03263	-24,51713
0,03265	-21,01713
0,03267	-9,64213
0,03269	-7,64213
0,03271	-4,51713
0,03273	4,60787
0,03275	12,98287
0,03277	16,10787
0,03279	12,98287
0,03281	17,60787
0,03283	27,98287
0,03285	27,23287
0,03287	32,98287
0,03289	29,35787
0,03291	29,73287
0,03293	32,48287
0,03295	32,85787
0,03297	31,60787
0,03299	31,73287
0,03301	18,85787
0,03303	13,60787
0,03305	9,98287
0,03307	6,10787
0,03309	-1,64213
0,03311	-8,39213
0,03313	2,48287
0,03315	0,23287
0,03317	7,73287
0,03319	-3,39213
0,03321	-10,39213
0,03323	-13,76713
0,03325	-14,89213
0,03327	-5,39213
0,03329	1,23287
0,03331	-6,39213
0,03333	2,60787
0,03335	5,85787
0,03337	13,73287
0,03339	8,73287
0,03341	7,73287
0,03343	9,23287
0,03345	8,35787
0,03347	6,73287
0,03349	3,60787
0,03351	2,73287
0,03353	2,10787
0,03355	8,23287
0,03357	15,48287
0,03359	14,73287
0,03361	19,35787
0,03363	2,98287
0,03365	-0,51713
0,03367	-0,76713
0,03369	-2,51713
0,03371	-6,51713
0,03373	-6,51713
0,03375	-0,51713
0,03377	1,48287
0,03379	1,48287
0,03381	12,73287
0,03383	13,60787
0,03385	9,23287
0,03387	7,98287
0,03389	4,10787
0,03391	-8,76713
0,03393	-5,01713
0,03395	-5,26713
0,03397	-9,14213
0,03399	-9,39213
0,03401	-2,64213
0,03403	-0,64213
0,03405	0,73287
0,03407	-10,51713
0,03409	-9,76713
0,03411	-12,89213
0,03413	-10,64213
0,03415	-18,01713
0,03417	-9,14213
0,03419	-6,89213
0,03421	-7,89213
0,03423	-7,89213
0,03425	-8,64213
0,03427	5,48287
0,03429	8,10787
0,03431	14,35787
0,03433	8,98287
0,03435	10,73287
0,03437	3,35787
0,03439	11,48287
0,03441	8,73287
0,03443	8,73287
0,03445	18,60787
0,03447	18,23287
0,03449	16,10787
0,03451	13,60787
0,03453	9,85787
0,03455	12,10787
0,03457	7,85787
0,03459	8,23287
0,03461	-0,51713
0,03463	-5,64213
0,03465	-9,39213
0,03467	-9,76713
0,03469	-3,26713
0,03471	5,98287
0,03473	5,60787
0,03475	8,85787
0,03477	9,60787
0,03479	4,10787
0,03481	8,48287
0,03483	6,10787
0,03485	6,85787
0,03487	12,73287
0,03489	14,48287
0,03491	13,73287
0,03493	13,60787
0,03495	13,85787
0,03497	22,98287
0,03499	26,98287
0,03501	34,23287
0,03503	30,48287
0,03505	23,60787
0,03507	27,23287
0,03509	26,73287
0,03511	21,48287
0,03513	26,73287
0,03515	22,48287
0,03517	11,48287
0,03519	0,35787
0,03521	-3,26713
0,03523	-4,76713
0,03525	7,98287
0,03527	4,10787
0,03529	6,10787
0,03531	-1,39213
0,03533	-11,51713
0,03535	-1,89213
0,03537	-4,76713
0,03539	-0,89213
0,03541	-5,76713
0,03543	-12,26713
0,03545	-6,01713
0,03547	-8,14213
0,03549	-18,51713
0,03551	-21,51713
0,03553	-20,26713
0,03555	-9,89213
0,03557	-14,14213
0,03559	-12,76713
0,03561	-18,39213
0,03563	-22,14213
0,03565	-21,64213
0,03567	-13,76713
0,03569	-0,01713
0,03571	-8,14213
0,03573	-5,76713
0,03575	-5,39213
0,03577	5,48287
0,03579	4,73287
0,03581	15,73287
0,03583	9,98287
0,03585	13,35787
0,03587	26,23287
0,03589	29,60787
0,03591	30,60787
0,03593	29,60787
0,03595	22,23287
0,03597	20,23287
0,03599	19,35787
0,03601	11,60787
0,03603	11,48287
0,03605	5,60787
0,03607	3,60787
0,03609	-2,64213
0,03611	-1,39213
0,03613	1,48287
0,03615	-9,51713
0,03617	-3,51713
0,03619	1,73287
0,03621	5,60787
0,03623	-0,76713
0,03625	-5,14213
0,03627	-2,51713
0,03629	8,60787
0,03631	13,73287
0,03633	24,85787
0,03635	14,85787
0,03637	27,85787
0,03639	32,10787
0,03641	34,35787
0,03643	40,10787
0,03645	48,98287
0,03647	48,85787
0,03649	43,35787
0,03651	50,23287
0,03653	51,98287
0,03655	40,10787
0,03657	35,73287
0,03659	38,98287
0,03661	42,10787
0,03663	27,60787
0,03665	19,10787
0,03667	12,98287
0,03669	7,35787
0,03671	7,73287
0,03673	-8,64213
0,03675	-5,26713
0,03677	-9,89213
0,03679	-10,14213
0,03681	-13,51713
0,03683	-13,64213
0,03685	-18,64213
0,03687	-20,64213
0,03689	-23,51713
0,03691	-19,39213
0,03693	-21,26713
0,03695	-20,51713
0,03697	-24,64213
0,03699	-15,64213
0,03701	-3,89213
0,03703	-1,26713
0,03705	1,23287
0,03707	3,10787
0,03709	-1,01713
0,03711	1,60787
0,03713	7,10787
0,03715	-8,76713
0,03717	-16,64213
0,03719	-9,39213
0,03721	-12,39213
0,03723	-2,01713
0,03725	-1,39213
0,03727	-5,39213
0,03729	-5,89213
0,03731	-6,76713
0,03733	-6,14213
0,03735	-7,39213
0,03737	-16,51713
0,03739	-12,89213
0,03741	-16,26713
0,03743	-12,51713
0,03745	-19,89213
0,03747	-25,64213
0,03749	-17,76713
0,03751	-5,39213
0,03753	2,73287
0,03755	0,60787
0,03757	-4,01713
0,03759	-5,26713
0,03761	-10,51713
0,03763	-7,39213
0,03765	-8,89213
0,03767	-6,76713
0,03769	-6,26713
0,03771	-3,64213
0,03773	1,10787
0,03775	-3,89213
0,03777	-2,64213
0,03779	-3,64213
0,03781	6,73287
0,03783	3,23287
0,03785	-1,51713
0,03787	-0,14213
0,03789	-1,64213
0,03791	1,48287
0,03793	-0,51713
0,03795	7,48287
0,03797	2,85787
0,03799	5,85787
0,03801	4,35787
0,03803	1,35787
0,03805	0,10787
0,03807	3,35787
0,03809	10,60787
0,03811	16,48287
0,03813	12,23287
0,03815	18,60787
0,03817	25,10787
0,03819	31,23287
0,03821	21,73287
0,03823	14,10787
0,03825	19,23287
0,03827	17,23287
0,03829	9,98287
0,03831	3,98287
0,03833	-0,51713
0,03835	-3,89213
0,03837	-1,64213
0,03839	-5,64213
0,03841	-4,14213
0,03843	-4,39213
0,03845	-10,64213
0,03847	-19,14213
0,03849	-21,39213
0,03851	-28,14213
0,03853	-27,89213
0,03855	-27,76713
0,03857	-26,01713
0,03859	-31,26713
0,03861	-42,39213
0,03863	-35,14213
0,03865	-21,39213
0,03867	-15,51713
0,03869	-13,14213
0,03871	-9,51713
0,03873	-10,64213
0,03875	-11,01713
0,03877	-13,64213
0,03879	-7,76713
0,03881	-5,14213
0,03883	-12,89213
0,03885	-12,39213
0,03887	-3,14213
0,03889	-5,01713
0,03891	-5,64213
0,03893	-2,89213
0,03895	1,73287
0,03897	6,73287
0,03899	1,60787
0,03901	1,73287
0,03903	-1,39213
0,03905	1,98287
0,03907	8,23287
0,03909	12,35787
0,03911	19,60787
0,03913	24,48287
0,03915	28,10787
0,03917	23,85787
0,03919	30,10787
0,03921	23,10787
0,03923	18,98287
0,03925	14,85787
0,03927	10,73287
0,03929	21,35787
0,03931	17,73287
0,03933	8,98287
0,03935	15,48287
0,03937	19,60787
0,03939	9,48287
0,03941	5,10787
0,03943	-5,76713
0,03945	-12,14213
0,03947	-8,76713
0,03949	-8,39213
0,03951	-4,64213
0,03953	-8,01713
0,03955	-3,26713
0,03957	0,85787
0,03959	8,10787
0,03961	10,23287
0,03963	4,10787
0,03965	3,35787
0,03967	0,35787
0,03969	-0,14213
0,03971	-4,01713
0,03973	-3,26713
0,03975	-9,26713
0,03977	-5,26713
0,03979	-4,39213
0,03981	-5,51713
0,03983	-18,39213
0,03985	-18,64213
0,03987	-16,51713
0,03989	-15,89213
0,03991	-14,14213
0,03993	-21,76713
0,03995	-30,01713
0,03997	-33,76713
0,03999	-33,64213
0,04001	-29,01713
0,04003	-29,14213
0,04005	-28,26713
0,04007	-17,14213
0,04009	-20,26713
0,04011	-17,39213
0,04013	-17,26713
0,04015	-27,01713
0,04017	-19,64213
0,04019	-8,14213
0,04021	-17,01713
0,04023	-16,14213
0,04025	-22,64213
0,04027	-19,89213
0,04029	-19,76713
0,04031	-12,14213
0,04033	-12,76713
0,04035	-10,51713
0,04037	-3,89213
0,04039	-7,76713
0,04041	-12,51713
0,04043	-20,39213
0,04045	-15,01713
0,04047	-18,64213
0,04049	-8,76713
0,04051	-8,89213
0,04053	-5,14213
0,04055	1,23287
0,04057	0,35787
0,04059	-3,26713
0,04061	-6,64213
0,04063	-3,89213
0,04065	-6,01713
0,04067	-9,51713
0,04069	-17,01713
0,04071	-18,64213
0,04073	-25,39213
0,04075	-36,01713
0,04077	-32,76713
0,04079	-28,01713
0,04081	-32,64213
0,04083	-30,64213
0,04085	-25,89213
0,04087	-30,64213
0,04089	-33,89213
0,04091	-30,51713
0,04093	-25,64213
0,04095	-32,76713
0,04097	-30,01713
0,04099	-41,14213
0,04101	-38,89213
0,04103	-31,64213
0,04105	-38,89213
0,04107	-38,01713
0,04109	-28,01713
0,04111	-23,51713
0,04113	-23,89213
0,04115	-26,76713
0,04117	-28,01713
0,04119	-30,01713
0,04121	-36,39213
0,04123	-46,14213
0,04125	-47,64213
0,04127	-57,39213
0,04129	-52,14213
0,04131	-43,51713
0,04133	-30,51713
0,04135	-28,51713
0,04137	-28,64213
0,04139	-32,76713
0,04141	-31,76713
0,04143	-40,76713
0,04145	-43,76713
0,04147	-39,89213
0,04149	-36,51713
0,04151	-40,76713
0,04153	-40,01713
0,04155	-35,01713
0,04157	-27,64213
0,04159	-19,14213
0,04161	-16,39213
0,04163	-21,14213
0,04165	-23,89213
0,04167	-33,51713
0,04169	-26,64213
0,04171	-25,64213
0,04173	-19,26713
0,04175	-24,01713
0,04177	-20,26713
0,04179	-9,14213
0,04181	-11,14213
0,04183	-12,64213
0,04185	-9,01713
0,04187	-10,51713
0,04189	-1,51713
0,04191	0,85787
0,04193	-2,64213
0,04195	-4,01713
0,04197	2,60787
0,04199	15,23287
0,04201	6,48287
0,04203	6,60787
0,04205	3,85787
0,04207	10,73287
0,04209	7,10787
0,04211	10,98287
0,04213	15,73287
0,04215	21,60787
0,04217	17,10787
0,04219	26,23287
0,04221	16,60787
0,04223	11,10787
0,04225	8,23287
0,04227	0,85787
0,04229	7,98287
0,04231	9,73287
0,04233	10,23287
0,04235	18,48287
0,04237	9,85787
0,04239	5,73287
0,04241	10,60787
0,04243	17,23287
0,04245	7,73287
0,04247	6,23287
0,04249	1,35787
0,04251	1,60787
0,04253	-9,76713
0,04255	-5,01713
0,04257	1,48287
0,04259	-0,89213
0,04261	-1,26713
0,04263	-6,26713
0,04265	-11,01713
0,04267	-14,14213
0,04269	-25,76713
0,04271	-24,64213
0,04273	-24,64213
0,04275	-22,14213
0,04277	-23,76713
0,04279	-23,64213
0,04281	-14,14213
0,04283	-16,39213
0,04285	-16,51713
0,04287	-17,89213
0,04289	-15,39213
0,04291	-16,01713
0,04293	-15,51713
0,04295	-4,39213
0,04297	-0,76713
0,04299	6,85787
0,04301	5,10787
0,04303	14,48287
0,04305	26,35787
0,04307	36,73287
0,04309	29,35787
0,04311	36,35787
0,04313	40,10787
0,04315	31,73287
0,04317	16,98287
0,04319	17,85787
0,04321	23,98287
0,04323	17,48287
0,04325	20,73287
0,04327	18,60787
0,04329	11,73287
0,04331	6,10787
0,04333	4,35787
0,04335	10,35787
0,04337	5,98287
0,04339	3,10787
0,04341	-8,76713
0,04343	-14,26713
0,04345	-12,14213
0,04347	-19,26713
0,04349	-17,76713
0,04351	-8,76713
0,04353	-11,01713
0,04355	-8,26713
0,04357	1,98287
0,04359	5,85787
0,04361	3,73287
0,04363	5,60787
0,04365	13,23287
0,04367	19,10787
0,04369	17,73287
0,04371	12,98287
0,04373	14,23287
0,04375	14,23287
0,04377	10,10787
0,04379	7,23287
0,04381	13,23287
0,04383	13,98287
0,04385	3,10787
0,04387	1,85787
0,04389	7,73287
0,04391	12,48287
0,04393	10,60787
0,04395	6,23287
0,04397	3,60787
0,04399	0,10787
0,04401	-6,01713
0,04403	-1,89213
0,04405	-6,39213
0,04407	-4,39213
0,04409	-0,39213
0,04411	-0,14213
0,04413	-4,39213
0,04415	-11,89213
0,04417	-11,89213
0,04419	-5,76713
0,04421	-11,39213
0,04423	-22,76713
0,04425	-31,76713
0,04427	-33,39213
0,04429	-39,76713
0,04431	-39,26713
0,04433	-32,01713
0,04435	-25,76713
0,04437	-15,51713
0,04439	-9,76713
0,04441	-10,64213
0,04443	-18,14213
0,04445	-15,39213
0,04447	-12,39213
0,04449	-8,89213
0,04451	-5,01713
0,04453	-4,89213
0,04455	-8,89213
0,04457	-1,26713
0,04459	9,35787
0,04461	19,73287
0,04463	13,73287
0,04465	8,48287
0,04467	16,23287
0,04469	13,98287
0,04471	15,73287
0,04473	14,48287
0,04475	8,23287
0,04477	7,73287
0,04479	16,35787
0,04481	20,60787
0,04483	16,98287
0,04485	14,10787
0,04487	12,35787
0,04489	18,48287
0,04491	27,73287
0,04493	31,35787
0,04495	36,35787
0,04497	32,23287
0,04499	34,85787
0,04501	32,35787
0,04503	32,60787
0,04505	32,23287
0,04507	23,85787
0,04509	25,98287
0,04511	26,23287
0,04513	15,85787
0,04515	18,23287
0,04517	17,85787
0,04519	21,60787
0,04521	17,10787
0,04523	24,48287
0,04525	19,85787
0,04527	6,73287
0,04529	2,10787
0,04531	0,85787
0,04533	8,48287
0,04535	3,35787
0,04537	7,60787
0,04539	-6,89213
0,04541	-16,64213
0,04543	-17,26713
0,04545	-11,51713
0,04547	-8,76713
0,04549	-25,14213
0,04551	-26,26713
0,04553	-29,39213
0,04555	-25,26713
0,04557	-17,76713
0,04559	-25,51713
0,04561	-13,14213
0,04563	-15,26713
0,04565	-20,51713
0,04567	-21,39213
0,04569	-22,26713
0,04571	-26,64213
0,04573	-19,26713
0,04575	-13,76713
0,04577	-3,26713
0,04579	-2,76713
0,04581	1,85787
0,04583	9,10787
0,04585	17,60787
0,04587	19,35787
0,04589	10,98287
0,04591	6,35787
0,04593	10,60787
0,04595	16,73287
0,04597	16,23287
0,04599	19,60787
0,04601	23,10787
0,04603	31,98287
0,04605	38,98287
0,04607	35,10787
0,04609	41,23287
0,04611	35,73287
0,04613	22,23287
0,04615	16,10787
0,04617	13,10787
0,04619	8,98287
0,04621	9,60787
0,04623	11,35787
0,04625	11,73287
0,04627	8,85787
0,04629	8,85787
0,04631	0,60787
0,04633	-2,01713
0,04635	-8,26713
0,04637	-20,51713
0,04639	-20,89213
0,04641	-23,76713
0,04643	-24,51713
0,04645	-31,51713
0,04647	-31,01713
0,04649	-34,51713
0,04651	-26,89213
0,04653	-28,64213
0,04655	-28,14213
0,04657	-23,64213
0,04659	-20,26713
0,04661	-17,26713
0,04663	-19,26713
0,04665	-7,51713
0,04667	7,10787
0,04669	12,85787
0,04671	11,48287
0,04673	10,10787
0,04675	8,35787
0,04677	7,60787
0,04679	6,73287
0,04681	9,10787
0,04683	3,48287
0,04685	5,10787
0,04687	8,85787
0,04689	-3,26713
0,04691	-10,39213
0,04693	-7,64213
0,04695	-2,14213
0,04697	-0,14213
0,04699	-4,14213
0,04701	-12,39213
0,04703	-18,14213
0,04705	-20,64213
0,04707	-16,64213
0,04709	-14,01713
0,04711	-9,76713
0,04713	-8,39213
0,04715	-1,64213
0,04717	3,73287
0,04719	2,35787
0,04721	5,10787
0,04723	8,73287
0,04725	23,85787
0,04727	27,73287
0,04729	23,85787
0,04731	18,23287
0,04733	21,60787
0,04735	15,23287
0,04737	2,98287
0,04739	3,85787
0,04741	13,35787
0,04743	10,48287
0,04745	13,23287
0,04747	13,60787
0,04749	12,85787
0,04751	14,73287
0,04753	14,73287
0,04755	9,35787
0,04757	4,60787
0,04759	-8,14213
0,04761	-13,01713
0,04763	-1,01713
0,04765	-0,14213
0,04767	-2,39213
0,04769	-0,01713
0,04771	4,10787
0,04773	9,23287
0,04775	-7,01713
0,04777	-7,26713
0,04779	-18,01713
0,04781	-23,26713
0,04783	-23,14213
0,04785	-10,14213
0,04787	-13,89213
0,04789	-1,01713
0,04791	-4,01713
0,04793	0,98287
0,04795	1,98287
0,04797	-5,64213
0,04799	-15,26713
0,04801	-13,51713
0,04803	-13,26713
0,04805	-13,89213
0,04807	-3,14213
0,04809	7,98287
0,04811	16,23287
0,04813	7,60787
0,04815	6,35787
0,04817	2,10787
0,04819	-3,14213
0,04821	-8,14213
0,04823	-11,39213
0,04825	-9,64213
0,04827	-8,01713
0,04829	3,10787
0,04831	-0,39213
0,04833	-0,76713
0,04835	7,23287
0,04837	2,35787
0,04839	3,48287
0,04841	5,98287
0,04843	-2,26713
0,04845	-1,64213
0,04847	-3,89213
0,04849	0,85787
0,04851	15,60787
0,04853	15,85787
0,04855	16,73287
0,04857	21,10787
0,04859	22,98287
0,04861	19,35787
0,04863	18,60787
0,04865	20,85787
0,04867	25,23287
0,04869	18,48287
0,04871	14,35787
0,04873	11,60787
0,04875	3,10787
0,04877	3,48287
0,04879	-5,39213
0,04881	-12,51713
0,04883	-0,76713
0,04885	-11,01713
0,04887	-8,39213
0,04889	-9,39213
0,04891	-14,51713
0,04893	-19,14213
0,04895	-14,64213
0,04897	-12,64213
0,04899	-14,51713
0,04901	-15,51713
0,04903	-8,51713
0,04905	-4,51713
0,04907	-2,01713
0,04909	6,35787
0,04911	9,35787
0,04913	11,23287
0,04915	25,60787
0,04917	19,60787
0,04919	18,10787
0,04921	17,73287
0,04923	12,73287
0,04925	7,48287
0,04927	0,73287
0,04929	-0,64213
0,04931	-10,64213
0,04933	-19,01713
0,04935	-26,39213
0,04937	-25,51713
0,04939	-29,51713
0,04941	-29,64213
0,04943	-34,39213
0,04945	-30,39213
0,04947	-32,51713
0,04949	-33,14213
0,04951	-29,14213
0,04953	-25,14213
0,04955	-26,64213
0,04957	-20,76713
0,04959	-19,01713
0,04961	-18,01713
0,04963	-15,39213
0,04965	-11,51713
0,04967	-10,64213
0,04969	4,10787
0,04971	11,10787
0,04973	10,60787
0,04975	6,60787
0,04977	8,73287
0,04979	8,35787
0,04981	2,73287
0,04983	-3,26713
0,04985	-11,01713
0,04987	-19,01713
0,04989	-15,14213
0,04991	-20,26713
0,04993	-18,39213
0,04995	-14,39213
0,04997	-19,14213
0,04999	-13,26713
0,05001	-18,76713
0,05003	-22,39213
0,05005	-26,26713
0,05007	-28,01713
0,05009	-24,76713
0,05011	-20,14213
0,05013	-26,26713
0,05015	-30,14213
0,05017	-25,01713
0,05019	-22,01713
0,05021	-17,51713
0,05023	-18,89213
0,05025	-15,26713
0,05027	-24,89213
0,05029	-18,39213
0,05031	-14,26713
0,05033	-20,26713
0,05035	-22,51713
0,05037	-9,89213
0,05039	-9,26713
0,05041	-11,51713
0,05043	-13,51713
0,05045	-19,26713
0,05047	-8,51713
0,05049	-5,01713
0,05051	-3,01713
0,05053	-2,89213
0,05055	-11,14213
0,05057	-13,76713
0,05059	-16,51713
0,05061	-14,14213
0,05063	-9,89213
0,05065	-20,26713
0,05067	-23,14213
0,05069	-22,89213
0,05071	-25,89213
0,05073	-38,64213
0,05075	-42,39213
0,05077	-47,01713
0,05079	-38,76713
0,05081	-43,39213
0,05083	-42,26713
0,05085	-42,76713
0,05087	-41,64213
0,05089	-34,01713
0,05091	-35,14213
0,05093	-35,26713
0,05095	-39,39213
0,05097	-35,64213
0,05099	-33,76713
0,05101	-29,26713
0,05103	-30,26713
0,05105	-27,39213
0,05107	-21,39213
0,05109	-23,89213
0,05111	-18,39213
0,05113	-10,76713
0,05115	-9,39213
0,05117	0,60787
0,05119	1,48287
0,05121	-6,14213
0,05123	-12,26713
0,05125	-4,51713
0,05127	-4,89213
0,05129	-7,01713
0,05131	-1,26713
0,05133	-2,51713
0,05135	5,85787
0,05137	2,10787
0,05139	-4,26713
0,05141	-5,76713
0,05143	-8,26713
0,05145	-7,39213
0,05147	-6,76713
0,05149	-1,39213
0,05151	0,10787
0,05153	-10,14213
0,05155	-5,14213
0,05157	11,23287
0,05159	15,35787
0,05161	6,35787
0,05163	9,10787
0,05165	7,85787
0,05167	4,35787
0,05169	1,48287
0,05171	0,23287
0,05173	2,85787
0,05175	13,85787
0,05177	21,10787
0,05179	25,73287
0,05181	32,23287
0,05183	37,10787
0,05185	39,48287
0,05187	32,48287
0,05189	33,60787
0,05191	29,23287
0,05193	15,10787
0,05195	21,35787
0,05197	10,85787
0,05199	11,73287
0,05201	10,48287
0,05203	5,85787
0,05205	7,98287
0,05207	12,48287
0,05209	12,23287
0,05211	11,23287
0,05213	7,10787
0,05215	-1,64213
0,05217	-7,76713
0,05219	-8,39213
0,05221	-13,64213
0,05223	-11,64213
0,05225	-5,89213
0,05227	0,35787
0,05229	-7,26713
0,05231	-8,76713
0,05233	-3,89213
0,05235	-1,64213
0,05237	1,98287
0,05239	3,85787
0,05241	-0,01713
0,05243	0,98287
0,05245	-1,51713
0,05247	0,60787
0,05249	-4,51713
0,05251	-7,76713
0,05253	-9,01713
0,05255	-6,51713
0,05257	-9,39213
0,05259	-14,89213
0,05261	-17,39213
0,05263	-19,01713
0,05265	-20,39213
0,05267	-16,01713
0,05269	-13,76713
0,05271	-11,26713
0,05273	-12,64213
0,05275	-14,01713
0,05277	3,23287
0,05279	-0,89213
0,05281	-5,26713
0,05283	-0,64213
0,05285	5,98287
0,05287	14,85787
0,05289	17,10787
0,05291	23,23287
0,05293	22,48287
0,05295	22,60787
0,05297	15,10787
0,05299	16,35787
0,05301	24,48287
0,05303	23,85787
0,05305	12,23287
0,05307	12,10787
0,05309	12,10787
0,05311	1,98287
0,05313	3,73287
0,05315	3,10787
0,05317	-2,51713
0,05319	2,23287
0,05321	3,85787
0,05323	-2,26713
0,05325	-7,64213
0,05327	-6,26713
