t	signal
s	
	
0,05329	-4,76713
0,05331	2,60787
0,05333	6,35787
0,05335	2,35787
0,05337	3,23287
0,05339	0,60787
0,05341	4,85787
0,05343	-0,26713
0,05345	4,85787
0,05347	-1,51713
0,05349	0,98287
0,05351	-4,01713
0,05353	-7,01713
0,05355	-9,89213
0,05357	-15,39213
0,05359	-13,64213
0,05361	-10,01713
0,05363	-17,51713
0,05365	-19,51713
0,05367	-21,64213
0,05369	-17,01713
0,05371	-7,89213
0,05373	-2,64213
0,05375	-7,01713
0,05377	6,60787
0,05379	-3,01713
0,05381	0,35787
0,05383	7,60787
0,05385	5,73287
0,05387	5,35787
0,05389	14,73287
0,05391	16,23287
0,05393	13,85787
0,05395	13,48287
0,05397	16,60787
0,05399	18,73287
0,05401	19,73287
0,05403	20,85787
0,05405	17,48287
0,05407	6,48287
0,05409	5,85787
0,05411	-5,01713
0,05413	-5,64213
0,05415	-10,39213
0,05417	-10,14213
0,05419	-7,01713
0,05421	-14,64213
0,05423	-18,01713
0,05425	-20,89213
0,05427	-24,26713
0,05429	-28,26713
0,05431	-23,01713
0,05433	-17,39213
0,05435	-13,39213
0,05437	-8,14213
0,05439	2,35787
0,05441	5,73287
0,05443	11,60787
0,05445	-0,64213
0,05447	2,10787
0,05449	4,48287
0,05451	1,98287
0,05453	2,10787
0,05455	6,23287
0,05457	6,73287
0,05459	14,35787
0,05461	19,23287
0,05463	23,98287
0,05465	28,10787
0,05467	26,10787
0,05469	23,60787
0,05471	15,23287
0,05473	13,10787
0,05475	4,60787
0,05477	-1,76713
0,05479	3,60787
0,05481	-1,76713
0,05483	16,73287
0,05485	19,35787
0,05487	17,73287
0,05489	21,48287
0,05491	31,60787
0,05493	32,85787
0,05495	37,85787
0,05497	22,73287
0,05499	21,73287
0,05501	26,23287
0,05503	25,10787
0,05505	23,23287
0,05507	17,35787
0,05509	19,85787
0,05511	26,98287
0,05513	29,60787
0,05515	16,98287
0,05517	16,85787
0,05519	17,73287
0,05521	14,98287
0,05523	9,10787
0,05525	4,73287
0,05527	-0,51713
0,05529	-4,14213
0,05531	-0,64213
0,05533	-1,14213
0,05535	-2,89213
0,05537	-3,51713
0,05539	5,85787
0,05541	12,23287
0,05543	17,73287
0,05545	19,35787
0,05547	25,35787
0,05549	28,10787
0,05551	24,10787
0,05553	19,85787
0,05555	21,73287
0,05557	29,48287
0,05559	40,60787
0,05561	37,23287
0,05563	32,73287
0,05565	25,60787
0,05567	27,48287
0,05569	20,60787
0,05571	17,60787
0,05573	14,35787
0,05575	7,73287
0,05577	14,10787
0,05579	20,98287
0,05581	14,60787
0,05583	14,10787
0,05585	25,48287
0,05587	26,23287
0,05589	28,23287
0,05591	16,85787
0,05593	7,73287
0,05595	10,23287
0,05597	17,48287
0,05599	19,85787
0,05601	30,10787
0,05603	29,10787
0,05605	37,60787
0,05607	43,60787
0,05609	47,98287
0,05611	52,48287
0,05613	41,10787
0,05615	38,10787
0,05617	34,10787
0,05619	29,10787
0,05621	24,10787
0,05623	21,23287
0,05625	28,23287
0,05627	30,98287
0,05629	29,73287
0,05631	32,48287
0,05633	25,35787
0,05635	27,60787
0,05637	21,10787
0,05639	16,23287
0,05641	15,98287
0,05643	2,98287
0,05645	3,48287
0,05647	-3,64213
0,05649	-7,26713
0,05651	-2,14213
0,05653	-15,39213
0,05655	-2,76713
0,05657	-4,01713
0,05659	-5,51713
0,05661	-7,26713
0,05663	-2,39213
0,05665	-6,76713
0,05667	-11,01713
0,05669	-17,64213
0,05671	-17,14213
0,05673	-8,39213
0,05675	-7,01713
0,05677	1,10787
0,05679	6,73287
0,05681	5,23287
0,05683	4,73287
0,05685	7,73287
0,05687	9,73287
0,05689	3,35787
0,05691	-2,89213
0,05693	-5,89213
0,05695	-10,01713
0,05697	-11,26713
0,05699	-9,76713
0,05701	-11,39213
0,05703	-4,26713
0,05705	2,60787
0,05707	-5,51713
0,05709	-14,64213
0,05711	-19,14213
0,05713	-18,76713
0,05715	-23,89213
0,05717	-28,64213
0,05719	-16,01713
0,05721	-14,01713
0,05723	-6,51713
0,05725	-2,89213
0,05727	-0,26713
0,05729	-3,51713
0,05731	-0,76713
0,05733	-7,51713
0,05735	1,85787
0,05737	0,73287
0,05739	-0,14213
0,05741	1,10787
0,05743	4,98287
0,05745	-0,01713
0,05747	12,35787
0,05749	11,85787
0,05751	15,98287
0,05753	7,60787
0,05755	5,98287
0,05757	13,23287
0,05759	22,10787
0,05761	30,35787
0,05763	23,10787
0,05765	22,60787
0,05767	22,60787
0,05769	18,73287
0,05771	18,23287
0,05773	18,48287
0,05775	16,85787
0,05777	13,10787
0,05779	12,10787
0,05781	10,35787
0,05783	5,60787
0,05785	6,35787
0,05787	9,73287
0,05789	13,10787
0,05791	-0,01713
0,05793	-3,26713
0,05795	-15,01713
0,05797	-20,14213
0,05799	-20,39213
0,05801	-11,89213
0,05803	-1,14213
0,05805	-5,39213
0,05807	-6,14213
0,05809	-7,39213
0,05811	-12,89213
0,05813	-23,76713
0,05815	-22,89213
0,05817	-20,39213
0,05819	-22,14213
0,05821	-22,39213
0,05823	-19,64213
0,05825	-18,26713
0,05827	-15,39213
0,05829	-7,51713
0,05831	-1,39213
0,05833	1,48287
0,05835	0,10787
0,05837	-6,64213
0,05839	-7,64213
0,05841	-2,01713
0,05843	0,35787
0,05845	1,60787
0,05847	9,23287
0,05849	6,10787
0,05851	6,73287
0,05853	-0,76713
0,05855	-5,89213
0,05857	-16,89213
0,05859	-20,26713
0,05861	-11,89213
0,05863	-11,39213
0,05865	-21,51713
0,05867	-27,14213
0,05869	-33,89213
0,05871	-22,89213
0,05873	-27,64213
0,05875	-28,01713
0,05877	-27,39213
0,05879	-21,01713
0,05881	-21,01713
0,05883	-23,51713
0,05885	-22,14213
0,05887	-25,76713
0,05889	-23,89213
0,05891	-23,01713
0,05893	-21,76713
0,05895	-32,14213
0,05897	-39,01713
0,05899	-32,26713
0,05901	-30,39213
0,05903	-29,89213
0,05905	-44,14213
0,05907	-46,89213
0,05909	-41,76713
0,05911	-45,64213
0,05913	-48,39213
0,05915	-52,76713
0,05917	-54,14213
0,05919	-54,64213
0,05921	-52,26713
0,05923	-50,01713
0,05925	-41,26713
0,05927	-40,14213
0,05929	-32,39213
0,05931	-19,14213
0,05933	-19,51713
0,05935	-22,01713
0,05937	-22,39213
0,05939	-20,26713
0,05941	-17,26713
0,05943	-25,01713
0,05945	-25,26713
0,05947	-26,76713
0,05949	-16,76713
0,05951	-18,89213
0,05953	-11,14213
0,05955	-13,39213
0,05957	-9,76713
0,05959	-3,01713
0,05961	-10,26713
0,05963	-10,39213
0,05965	-23,14213
0,05967	-20,01713
0,05969	-21,14213
0,05971	-18,39213
0,05973	-13,64213
0,05975	-7,26713
0,05977	-0,14213
0,05979	0,23287
0,05981	-1,64213
0,05983	1,98287
0,05985	2,60787
0,05987	4,10787
0,05989	1,23287
0,05991	3,60787
0,05993	-6,26713
0,05995	-2,26713
0,05997	-0,64213
0,05999	3,60787
0,06001	14,85787
0,06003	15,35787
0,06005	9,10787
0,06007	7,23287
0,06009	0,23287
0,06011	-7,64213
0,06013	-10,64213
0,06015	-8,89213
0,06017	-3,26713
0,06019	5,10787
0,06021	-1,26713
0,06023	-6,51713
0,06025	-7,76713
0,06027	-7,76713
0,06029	-10,89213
0,06031	-16,64213
0,06033	-26,14213
0,06035	-31,39213
0,06037	-36,51713
0,06039	-32,26713
0,06041	-34,01713
0,06043	-40,39213
0,06045	-42,39213
0,06047	-33,64213
0,06049	-34,64213
0,06051	-39,39213
0,06053	-49,89213
0,06055	-50,01713
0,06057	-47,26713
0,06059	-47,39213
0,06061	-54,39213
0,06063	-60,89213
0,06065	-51,64213
0,06067	-57,76713
0,06069	-54,89213
0,06071	-43,76713
0,06073	-36,14213
0,06075	-33,89213
0,06077	-24,89213
0,06079	-26,39213
0,06081	-38,39213
0,06083	-50,39213
0,06085	-42,39213
0,06087	-43,76713
0,06089	-37,01713
0,06091	-35,64213
0,06093	-42,76713
0,06095	-36,64213
0,06097	-30,76713
0,06099	-22,51713
0,06101	-18,14213
0,06103	-16,51713
0,06105	-17,51713
0,06107	-21,76713
0,06109	-20,64213
0,06111	-11,76713
0,06113	-12,64213
0,06115	-12,26713
0,06117	-1,01713
0,06119	4,98287
0,06121	6,98287
0,06123	8,85787
0,06125	18,23287
0,06127	17,48287
0,06129	17,10787
0,06131	14,60787
0,06133	13,98287
0,06135	4,98287
0,06137	3,23287
0,06139	1,98287
0,06141	1,48287
0,06143	0,85787
0,06145	-3,14213
0,06147	-5,76713
0,06149	-4,76713
0,06151	-2,76713
0,06153	-2,01713
0,06155	-4,14213
0,06157	-15,01713
0,06159	-19,39213
0,06161	-13,76713
0,06163	-12,39213
0,06165	-11,89213
0,06167	-16,26713
0,06169	-1,39213
0,06171	1,48287
0,06173	8,23287
0,06175	3,73287
0,06177	0,48287
0,06179	-10,26713
0,06181	-17,14213
0,06183	-12,26713
0,06185	-3,76713
0,06187	4,60787
0,06189	-1,14213
0,06191	4,23287
0,06193	9,98287
0,06195	6,98287
0,06197	-2,26713
0,06199	-9,39213
0,06201	-4,26713
0,06203	-1,76713
0,06205	-10,14213
0,06207	-12,01713
0,06209	-14,64213
0,06211	-17,76713
0,06213	6,35787
0,06215	15,48287
0,06217	16,98287
0,06219	16,98287
0,06221	5,10787
0,06223	-2,89213
0,06225	-9,76713
0,06227	-15,89213
0,06229	-9,76713
0,06231	-9,01713
0,06233	-20,26713
0,06235	-19,51713
0,06237	-20,51713
0,06239	-17,64213
0,06241	-15,76713
0,06243	-10,26713
0,06245	-8,51713
0,06247	-13,01713
0,06249	-19,51713
0,06251	-21,51713
0,06253	-24,39213
0,06255	-22,01713
0,06257	-19,51713
0,06259	-15,14213
0,06261	-5,64213
0,06263	-6,14213
0,06265	-10,26713
0,06267	1,85787
0,06269	11,23287
0,06271	14,60787
0,06273	11,10787
0,06275	7,10787
0,06277	9,23287
0,06279	10,73287
0,06281	18,10787
0,06283	20,60787
0,06285	22,48287
0,06287	27,23287
0,06289	34,10787
0,06291	37,10787
0,06293	38,60787
0,06295	40,35787
0,06297	45,48287
0,06299	44,85787
0,06301	46,98287
0,06303	45,10787
0,06305	31,23287
0,06307	42,60787
0,06309	44,10787
0,06311	51,85787
0,06313	53,35787
0,06315	56,98287
0,06317	56,23287
0,06319	62,35787
0,06321	62,85787
0,06323	46,60787
0,06325	41,73287
0,06327	32,23287
0,06329	30,23287
0,06331	25,60787
0,06333	24,23287
0,06335	22,10787
0,06337	22,60787
0,06339	31,98287
0,06341	28,23287
0,06343	24,10787
0,06345	16,73287
0,06347	12,98287
0,06349	10,98287
0,06351	5,48287
0,06353	1,60787
0,06355	10,85787
0,06357	16,35787
0,06359	18,35787
0,06361	22,48287
0,06363	23,85787
0,06365	24,85787
0,06367	26,35787
0,06369	27,35787
0,06371	35,48287
0,06373	33,85787
0,06375	33,35787
0,06377	30,85787
0,06379	37,73287
0,06381	32,73287
0,06383	34,35787
0,06385	32,98287
0,06387	31,48287
0,06389	21,73287
0,06391	14,85787
0,06393	20,48287
0,06395	13,60787
0,06397	18,73287
0,06399	7,98287
0,06401	-0,01713
0,06403	-1,39213
0,06405	-8,64213
0,06407	-8,76713
0,06409	-10,76713
0,06411	-10,76713
0,06413	-16,14213
0,06415	-19,51713
0,06417	-26,14213
0,06419	-28,14213
0,06421	-30,76713
0,06423	-23,51713
0,06425	-14,51713
0,06427	-14,14213
0,06429	-18,51713
0,06431	-14,89213
0,06433	-20,64213
0,06435	-11,51713
0,06437	-4,51713
0,06439	-12,26713
0,06441	-14,39213
0,06443	-11,64213
0,06445	-8,01713
0,06447	-13,76713
0,06449	-13,26713
0,06451	-9,26713
0,06453	-6,89213
0,06455	-7,76713
0,06457	-7,89213
0,06459	-17,01713
0,06461	-15,01713
0,06463	-20,51713
0,06465	-19,39213
0,06467	-17,89213
0,06469	-19,64213
0,06471	-34,14213
0,06473	-32,64213
0,06475	-31,64213
0,06477	-27,14213
0,06479	-31,14213
0,06481	-31,01713
0,06483	-37,51713
0,06485	-32,26713
0,06487	-30,64213
0,06489	-29,14213
0,06491	-18,64213
0,06493	-9,64213
0,06495	-5,14213
0,06497	-2,51713
0,06499	0,23287
0,06501	-0,26713
0,06503	7,23287
0,06505	14,35787
0,06507	16,85787
0,06509	16,48287
0,06511	17,98287
0,06513	20,73287
0,06515	19,48287
0,06517	23,23287
0,06519	28,48287
0,06521	22,23287
0,06523	22,23287
0,06525	18,85787
0,06527	15,73287
0,06529	10,35787
0,06531	13,10787
0,06533	14,35787
0,06535	2,48287
0,06537	-2,39213
0,06539	-10,76713
0,06541	-17,14213
0,06543	-18,51713
0,06545	-14,64213
0,06547	-17,76713
0,06549	-18,14213
0,06551	-6,01713
0,06553	-14,64213
0,06555	-15,26713
0,06557	-9,01713
0,06559	-11,51713
0,06561	-12,01713
0,06563	-2,89213
0,06565	-8,51713
0,06567	-9,14213
0,06569	0,73287
0,06571	3,73287
0,06573	16,85787
0,06575	3,48287
0,06577	7,60787
0,06579	6,73287
0,06581	9,98287
0,06583	15,60787
0,06585	16,98287
0,06587	23,85787
0,06589	28,60787
0,06591	32,48287
0,06593	26,35787
0,06595	19,35787
0,06597	19,10787
0,06599	11,48287
0,06601	8,73287
0,06603	9,73287
0,06605	5,60787
0,06607	9,23287
0,06609	6,98287
0,06611	14,85787
0,06613	11,98287
0,06615	18,10787
0,06617	16,10787
0,06619	13,10787
0,06621	14,10787
0,06623	10,98287
0,06625	19,48287
0,06627	22,98287
0,06629	20,23287
0,06631	26,35787
0,06633	28,10787
0,06635	28,60787
0,06637	27,10787
0,06639	26,10787
0,06641	23,35787
0,06643	28,48287
0,06645	14,85787
0,06647	12,48287
0,06649	9,10787
0,06651	2,60787
0,06653	11,60787
0,06655	12,35787
0,06657	7,35787
0,06659	-7,14213
0,06661	-8,39213
0,06663	-4,39213
0,06665	4,48287
0,06667	2,60787
0,06669	-1,64213
0,06671	-2,14213
0,06673	0,48287
0,06675	-2,89213
0,06677	-5,89213
0,06679	-8,64213
0,06681	-0,01713
0,06683	-4,51713
0,06685	-7,64213
0,06687	-8,51713
0,06689	-13,64213
0,06691	-23,51713
0,06693	-13,51713
0,06695	-17,89213
0,06697	-30,39213
0,06699	-34,89213
0,06701	-40,26713
0,06703	-36,51713
0,06705	-27,26713
0,06707	-22,14213
0,06709	-24,51713
0,06711	-18,89213
0,06713	-17,01713
0,06715	-10,14213
0,06717	-15,76713
0,06719	-5,89213
0,06721	0,35787
0,06723	-6,26713
0,06725	-7,14213
0,06727	1,73287
0,06729	4,35787
0,06731	-0,51713
0,06733	6,98287
0,06735	17,10787
0,06737	3,60787
0,06739	7,23287
0,06741	-3,39213
0,06743	10,23287
0,06745	12,98287
0,06747	4,85787
0,06749	11,60787
0,06751	8,10787
0,06753	14,60787
0,06755	11,35787
0,06757	7,73287
0,06759	17,73287
0,06761	10,85787
0,06763	17,85787
0,06765	17,35787
0,06767	14,73287
0,06769	2,23287
0,06771	-0,76713
0,06773	-5,01713
0,06775	-10,64213
0,06777	-14,26713
0,06779	-12,89213
0,06782	-9,01713
0,06784	-11,26713
0,06786	-11,14213
0,06788	-0,51713
0,0679	-9,89213
0,06792	-12,14213
0,06794	-14,76713
0,06796	-6,14213
0,06798	-8,64213
0,068	-4,01713
0,06802	-9,01713
0,06804	7,35787
0,06806	21,48287
0,06808	18,35787
0,0681	18,35787
0,06812	24,48287
0,06814	21,85787
0,06816	16,98287
0,06818	22,48287
0,0682	21,48287
0,06822	15,85787
0,06824	14,98287
0,06826	12,35787
0,06828	10,35787
0,0683	7,85787
0,06832	11,35787
0,06834	7,10787
0,06836	1,98287
0,06838	8,23287
0,0684	2,35787
0,06842	2,48287
0,06844	8,73287
0,06846	8,10787
0,06848	13,60787
0,0685	9,98287
0,06852	14,85787
0,06854	9,60787
0,06856	15,98287
0,06858	18,85787
0,0686	18,98287
0,06862	15,85787
0,06864	20,73287
0,06866	20,73287
0,06868	12,98287
0,0687	20,85787
0,06872	21,73287
0,06874	13,10787
0,06876	4,10787
0,06878	0,85787
0,0688	-9,14213
0,06882	-6,26713
0,06884	-8,14213
0,06886	-8,26713
0,06888	-1,51713
0,0689	-9,76713
0,06892	-4,14213
0,06894	-11,01713
0,06896	-12,39213
0,06898	-12,51713
0,069	-12,89213
0,06902	-12,26713
0,06904	-11,01713
0,06906	-19,76713
0,06908	-19,01713
0,0691	-21,14213
0,06912	-18,01713
0,06914	-3,26713
0,06916	-7,51713
0,06918	-3,64213
0,0692	-2,14213
0,06922	-2,89213
0,06924	-1,76713
0,06926	-7,76713
0,06928	-16,76713
0,0693	-13,39213
0,06932	-3,39213
0,06934	-1,26713
0,06936	-0,39213
0,06938	-0,51713
0,0694	-2,89213
0,06942	-1,89213
0,06944	-2,76713
0,06946	-2,89213
0,06948	3,48287
0,0695	-4,51713
0,06952	1,48287
0,06954	0,23287
0,06956	7,23287
0,06958	2,10787
0,0696	6,48287
0,06962	2,23287
0,06964	-3,14213
0,06966	-6,76713
0,06968	-13,01713
0,0697	-14,76713
0,06972	-14,26713
0,06974	-8,89213
0,06976	1,98287
0,06978	0,23287
0,0698	-8,51713
0,06982	-12,64213
0,06984	-7,89213
0,06986	-16,89213
0,06988	-23,76713
0,0699	-23,01713
0,06992	-22,39213
0,06994	-13,51713
0,06996	-7,76713
0,06998	-5,89213
0,07	4,23287
0,07002	-2,14213
0,07004	3,10787
0,07006	6,85787
0,07008	13,60787
0,0701	10,48287
0,07012	2,35787
0,07014	1,60787
0,07016	8,73287
0,07018	4,60787
0,0702	0,60787
0,07022	2,48287
0,07024	1,48287
0,07026	3,48287
0,07028	0,35787
0,0703	-5,51713
0,07032	0,23287
0,07034	4,73287
0,07036	1,10787
0,07038	-3,14213
0,0704	-8,14213
0,07042	-23,26713
0,07044	-18,89213
0,07046	-13,26713
0,07048	-12,76713
0,0705	-14,76713
0,07052	-13,01713
0,07054	-13,01713
0,07056	-13,51713
0,07058	-8,64213
0,0706	-14,14213
0,07062	-12,01713
0,07064	-8,01713
0,07066	-7,64213
0,07068	-12,89213
0,0707	-10,64213
0,07072	-13,39213
0,07074	-11,39213
0,07076	-6,76713
0,07078	-7,89213
0,0708	-17,51713
0,07082	-18,89213
0,07084	-20,89213
0,07086	-18,76713
0,07088	-21,51713
0,0709	-16,14213
0,07092	-19,51713
0,07094	-5,26713
0,07096	-8,64213
0,07098	-13,39213
0,071	-7,14213
0,07102	-8,26713
0,07104	-3,76713
0,07106	-6,01713
0,07108	-3,01713
0,0711	-8,39213
0,07112	-3,01713
0,07114	0,10787
0,07116	13,35787
0,07118	21,10787
0,0712	24,10787
0,07122	30,98287
0,07124	25,85787
0,07126	29,85787
0,07128	21,85787
0,0713	24,23287
0,07132	40,10787
0,07134	38,73287
0,07136	29,85787
0,07138	29,23287
0,0714	31,85787
0,07142	35,85787
0,07144	35,73287
0,07146	37,73287
0,07148	43,60787
0,0715	34,73287
0,07152	26,60787
0,07154	20,98287
0,07156	17,73287
0,07158	17,98287
0,0716	10,60787
0,07162	11,73287
0,07164	5,98287
0,07166	-2,76713
0,07168	-3,01713
0,0717	-4,14213
0,07172	3,35787
0,07174	11,85787
0,07176	-1,76713
0,07178	-3,64213
0,0718	-0,76713
0,07182	0,35787
0,07184	3,98287
0,07186	8,23287
0,07188	6,23287
0,0719	16,85787
0,07192	15,60787
0,07194	16,73287
0,07196	21,10787
0,07198	13,98287
0,072	16,60787
0,07202	14,98287
0,07204	6,73287
0,07206	0,23287
0,07208	1,48287
0,0721	-2,39213
0,07212	-0,89213
0,07214	3,85787
0,07216	7,23287
0,07218	3,85787
0,0722	-1,51713
0,07222	-0,01713
0,07224	1,48287
0,07226	-13,39213
0,07228	-10,39213
0,0723	-9,89213
0,07232	-8,39213
0,07234	3,98287
0,07236	-2,26713
0,07238	-7,01713
0,0724	1,85787
0,07242	4,73287
0,07244	3,23287
0,07246	2,23287
0,07248	7,10787
0,0725	3,23287
0,07252	4,85787
0,07254	1,60787
0,07256	-0,01713
0,07258	-2,26713
0,0726	-6,01713
0,07262	-4,26713
0,07264	-1,89213
0,07266	-2,89213
0,07268	-5,01713
0,0727	3,85787
0,07272	6,60787
0,07274	19,98287
0,07276	11,35787
0,07278	10,48287
0,0728	12,10787
0,07282	12,23287
0,07284	6,23287
0,07286	-5,39213
0,07288	-6,64213
0,0729	-1,89213
0,07292	3,10787
0,07294	4,85787
0,07296	5,10787
0,07298	11,10787
0,073	-1,89213
0,07302	-0,14213
0,07304	-11,64213
0,07306	-14,39213
0,07308	-13,51713
0,0731	-13,51713
0,07312	-3,51713
0,07314	1,10787
0,07316	-7,26713
0,07318	-7,39213
0,0732	-5,26713
0,07322	1,85787
0,07324	3,73287
0,07326	6,60787
0,07328	6,73287
0,0733	5,73287
0,07332	0,73287
0,07334	-0,89213
0,07336	3,48287
0,07338	4,10787
0,0734	18,10787
0,07342	17,60787
0,07344	21,85787
0,07346	20,98287
0,07348	11,48287
0,0735	22,73287
0,07352	20,98287
0,07354	16,35787
0,07356	16,98287
0,07358	17,35787
0,0736	26,73287
0,07362	27,60787
0,07364	18,85787
0,07366	26,23287
0,07368	26,60787
0,0737	27,10787
0,07372	21,60787
0,07374	16,85787
0,07376	19,23287
0,07378	16,23287
0,0738	14,60787
0,07382	17,98287
0,07384	12,10787
0,07386	8,85787
0,07388	-1,01713
0,0739	-11,51713
0,07392	-15,01713
0,07394	-26,76713
0,07396	-36,51713
0,07398	-35,39213
0,074	-33,76713
0,07402	-26,14213
0,07404	-18,51713
0,07406	-19,39213
0,07408	-12,14213
0,0741	-14,01713
0,07412	-19,76713
0,07414	-27,51713
0,07416	-33,26713
0,07418	-34,14213
0,0742	-15,39213
0,07422	-9,39213
0,07424	1,85787
0,07426	8,23287
0,07428	7,85787
0,0743	10,85787
0,07432	11,98287
0,07434	24,48287
0,07436	22,35787
0,07438	17,10787
0,0744	11,60787
0,07442	8,48287
0,07444	3,98287
0,07446	8,35787
0,07448	11,73287
0,0745	12,85787
0,07452	18,98287
0,07454	9,48287
0,07456	7,73287
0,07458	12,48287
0,0746	14,10787
0,07462	8,10787
0,07464	6,35787
0,07466	4,85787
0,07468	3,23287
0,0747	-2,14213
0,07472	-4,01713
0,07474	6,73287
0,07476	5,60787
0,07478	12,85787
0,0748	7,98287
0,07482	13,98287
0,07484	17,60787
0,07486	23,73287
0,07488	22,98287
0,0749	30,98287
0,07492	25,73287
0,07494	31,10787
0,07496	22,10787
0,07498	26,23287
0,075	36,48287
0,07502	44,48287
0,07504	39,10787
0,07506	39,85787
0,07508	36,73287
0,0751	36,35787
0,07512	25,48287
0,07514	20,98287
0,07516	7,98287
0,07518	7,73287
0,0752	1,98287
0,07522	11,10787
0,07524	1,35787
0,07526	9,23287
0,07528	0,10787
0,0753	-0,89213
0,07532	0,10787
0,07534	-7,64213
0,07536	-20,26713
0,07538	-17,39213
0,0754	-17,14213
0,07542	-19,26713
0,07544	-20,89213
0,07546	-18,89213
0,07548	-17,89213
0,0755	-12,39213
0,07552	-8,01713
0,07554	-15,26713
0,07556	-20,39213
0,07558	-23,64213
0,0756	-30,89213
0,07562	-25,89213
0,07564	-22,89213
0,07566	-32,64213
0,07568	-32,26713
0,0757	-21,39213
0,07572	-23,01713
0,07574	-23,26713
0,07576	-12,14213
0,07578	-16,64213
0,0758	-13,26713
0,07582	-8,01713
0,07584	-12,26713
0,07586	-14,89213
0,07588	-11,14213
0,0759	-9,01713
0,07592	-2,26713
0,07594	-5,64213
0,07596	2,60787
0,07598	-5,76713
0,076	3,85787
0,07602	2,85787
0,07604	8,48287
0,07606	0,23287
0,07608	4,98287
0,0761	8,73287
0,07612	8,48287
0,07614	13,23287
0,07616	6,85787
0,07618	8,10787
0,0762	4,60787
0,07622	6,98287
0,07624	11,73287
0,07626	15,98287
0,07628	11,23287
0,0763	1,35787
0,07632	0,98287
0,07634	-5,51713
0,07636	-11,89213
0,07638	-23,64213
0,0764	-17,89213
0,07642	-9,39213
0,07644	-0,26713
0,07646	-8,76713
0,07648	-6,14213
0,0765	-5,14213
0,07652	-6,01713
0,07654	-12,01713
0,07656	-15,39213
0,07658	-26,14213
0,0766	-24,14213
0,07662	-27,51713
0,07664	-22,51713
0,07666	-14,26713
0,07668	-2,64213
0,0767	2,60787
0,07672	-5,64213
0,07674	-6,39213
0,07676	-13,14213
0,07678	-16,89213
0,0768	-15,64213
0,07682	-12,64213
0,07684	-0,39213
0,07686	0,73287
0,07688	7,73287
0,0769	4,73287
0,07692	-0,51713
0,07694	7,73287
0,07696	16,35787
0,07698	15,35787
0,077	18,10787
0,07702	16,85787
0,07704	11,10787
0,07706	13,35787
0,07708	15,23287
0,0771	23,35787
0,07712	16,35787
0,07714	18,35787
0,07716	22,48287
0,07718	25,48287
0,0772	16,98287
0,07722	13,10787
0,07724	5,48287
0,07726	1,60787
0,07728	13,10787
0,0773	14,23287
0,07732	10,98287
0,07734	6,85787
0,07736	-0,01713
0,07738	5,60787
0,0774	10,98287
0,07742	11,35787
0,07744	6,23287
0,07746	1,23287
0,07748	1,10787
0,0775	-1,51713
0,07752	-9,14213
0,07754	-9,14213
0,07756	-11,14213
0,07758	-10,14213
0,0776	-8,64213
0,07762	-9,51713
0,07764	-10,14213
0,07766	-7,51713
0,07768	-7,39213
0,0777	0,98287
0,07772	-1,26713
0,07774	-2,76713
0,07776	-3,76713
0,07778	-13,76713
0,0778	-25,39213
0,07782	-20,51713
0,07784	-19,01713
0,07786	-9,26713
0,07788	-17,51713
0,0779	-11,39213
0,07792	-0,14213
0,07794	-6,14213
0,07796	-3,51713
0,07798	0,85787
0,078	-3,51713
0,07802	-0,76713
0,07804	-6,01713
0,07806	3,48287
0,07808	5,23287
0,0781	-1,76713
0,07812	5,73287
0,07814	6,85787
0,07816	12,85787
0,07818	16,10787
0,0782	13,98287
0,07822	9,85787
0,07824	4,60787
0,07826	2,85787
0,07828	3,35787
0,0783	3,98287
0,07832	3,23287
0,07834	0,73287
0,07836	0,35787
0,07838	1,48287
0,0784	-4,51713
0,07842	-11,01713
0,07844	-11,89213
0,07846	-20,51713
0,07848	-17,89213
0,0785	-19,51713
0,07852	-24,26713
0,07854	-26,64213
0,07856	-30,39213
0,07858	-32,39213
0,0786	-30,64213
0,07862	-28,51713
0,07864	-31,26713
0,07866	-33,51713
0,07868	-33,39213
0,0787	-32,76713
0,07872	-33,01713
0,07874	-29,26713
0,07876	-27,01713
0,07878	-24,51713
0,0788	-14,51713
0,07882	-13,89213
0,07884	-8,89213
0,07886	-5,01713
0,07888	-5,76713
0,0789	3,73287
0,07892	4,98287
0,07894	0,10787
0,07896	12,73287
0,07898	20,10787
0,079	22,60787
0,07902	30,73287
0,07904	32,10787
0,07906	32,23287
0,07908	38,48287
0,0791	25,98287
0,07912	28,73287
0,07914	27,73287
0,07916	27,85787
0,07918	28,23287
0,0792	30,73287
0,07922	33,85787
0,07924	38,35787
0,07926	31,98287
0,07928	39,60787
0,0793	39,48287
0,07932	38,23287
0,07934	34,73287
0,07936	38,35787
0,07938	27,85787
0,0794	33,85787
0,07942	29,48287
0,07944	29,73287
0,07946	38,35787
0,07948	37,48287
0,0795	38,98287
0,07952	31,85787
0,07954	21,98287
0,07956	13,10787
0,07958	3,23287
0,0796	-3,64213
0,07962	5,48287
0,07964	7,73287
0,07966	0,23287
0,07968	-4,51713
0,0797	-3,64213
0,07972	-5,26713
0,07974	-0,51713
0,07976	-4,39213
0,07978	-6,76713
0,0798	-10,14213
0,07982	-11,01713
0,07984	-14,26713
0,07986	-0,26713
0,07988	2,10787
0,0799	3,23287
0,07992	8,85787
0,07994	7,35787
0,07996	4,98287
