50000.000000	1257.000000
50026.000000	1138.000000
50052.000000	1186.000000
50078.000000	1183.000000
50104.000000	1330.000000
50130.000000	1330.000000
50156.000000	1405.000000
50182.000000	1336.000000
50208.000000	1213.000000
50234.000000	1253.000000
50260.000000	1162.000000
50286.000000	1085.000000
50312.000000	1104.000000
50338.000000	1158.000000
50364.000000	1321.000000
50390.000000	1385.000000
50416.000000	1493.000000
50442.000000	1331.000000
50468.000000	1224.000000
50494.000000	1200.000000
50520.000000	1088.000000
50546.000000	1163.000000
50572.000000	1134.000000
50598.000000	1207.000000
50624.000000	1261.000000
50650.000000	1428.000000
50676.000000	1336.000000
50702.000000	1342.000000
50728.000000	1230.000000
50754.000000	1212.000000
50780.000000	1080.000000
50806.000000	1111.000000
50832.000000	1250.000000
50858.000000	1191.000000
50884.000000	1381.000000
50910.000000	1290.000000
50936.000000	1436.000000
50962.000000	1270.000000
50988.000000	1295.000000
51014.000000	1198.000000
51040.000000	1107.000000
51066.000000	1125.000000
