50000.000000	1214.000000
50026.000000	1220.000000
50052.000000	1382.000000
50078.000000	1247.000000
50104.000000	1329.000000
50130.000000	1288.000000
50156.000000	1278.000000
50182.000000	1114.000000
50208.000000	1024.000000
50234.000000	1154.000000
50260.000000	1278.000000
50286.000000	1275.000000
50312.000000	1328.000000
50338.000000	1386.000000
50364.000000	1381.000000
50390.000000	1227.000000
50416.000000	1250.000000
50442.000000	1173.000000
50468.000000	1171.000000
50494.000000	1185.000000
50520.000000	1200.000000
50546.000000	1314.000000
50572.000000	1372.000000
50598.000000	1350.000000
50624.000000	1363.000000
50650.000000	1225.000000
50676.000000	1128.000000
50702.000000	1127.000000
50728.000000	1141.000000
50754.000000	1171.000000
50780.000000	1198.000000
50806.000000	1287.000000
50832.000000	1274.000000
50858.000000	1335.000000
50884.000000	1395.000000
50910.000000	1289.000000
50936.000000	1250.000000
50962.000000	1164.000000
50988.000000	1123.000000
51014.000000	1142.000000
51040.000000	1184.000000
51066.000000	1368.000000
