50000.000000	1223.000000
50026.000000	1337.000000
50052.000000	1386.000000
50078.000000	1469.000000
50104.000000	1362.000000
50130.000000	1340.000000
50156.000000	1180.000000
50182.000000	1111.000000
50208.000000	1149.000000
50234.000000	1121.000000
50260.000000	1221.000000
50286.000000	1247.000000
50312.000000	1305.000000
50338.000000	1361.000000
50364.000000	1410.000000
50390.000000	1332.000000
50416.000000	1247.000000
50442.000000	1149.000000
50468.000000	1138.000000
50494.000000	1043.000000
50520.000000	1118.000000
50546.000000	1303.000000
50572.000000	1361.000000
50598.000000	1307.000000
50624.000000	1423.000000
50650.000000	1339.000000
50676.000000	1248.000000
50702.000000	1129.000000
50728.000000	1147.000000
50754.000000	1103.000000
50780.000000	1165.000000
50806.000000	1162.000000
50832.000000	1367.000000
50858.000000	1327.000000
50884.000000	1346.000000
50910.000000	1388.000000
50936.000000	1294.000000
50962.000000	1260.000000
50988.000000	1126.000000
51014.000000	1114.000000
51040.000000	1142.000000
51066.000000	1272.000000
