50000.000000	1175.000000
50026.000000	1160.000000
50052.000000	1205.000000
50078.000000	1090.000000
50104.000000	1233.000000
50130.000000	1350.000000
50156.000000	1361.000000
50182.000000	1313.000000
50208.000000	1322.000000
50234.000000	1297.000000
50260.000000	1315.000000
50286.000000	1221.000000
50312.000000	1158.000000
50338.000000	1161.000000
50364.000000	1157.000000
50390.000000	1273.000000
50416.000000	1278.000000
50442.000000	1272.000000
50468.000000	1327.000000
50494.000000	1301.000000
50520.000000	1250.000000
50546.000000	1190.000000
50572.000000	1221.000000
50598.000000	1200.000000
50624.000000	1178.000000
50650.000000	1164.000000
50676.000000	1266.000000
50702.000000	1376.000000
50728.000000	1341.000000
50754.000000	1300.000000
50780.000000	1202.000000
50806.000000	1166.000000
50832.000000	1219.000000
50858.000000	1213.000000
50884.000000	1183.000000
50910.000000	1288.000000
50936.000000	1205.000000
50962.000000	1340.000000
50988.000000	1235.000000
51014.000000	1318.000000
51040.000000	1232.000000
51066.000000	1152.000000
